//Sentences
"The European Court of Justice (ECJ) has put us in a very difficult position here.", "Europeiska gemenskapernas domstol har försatt oss i en mycket svår situation här."
"For me the ECtHR is neither European nor a court of human rights.", "Enligt min åsikt är Europadomstolen varken en europeisk domstol eller en domstol för mänskliga rättigheter."
"Is the Commission still hopeful that the Russian Government might again sign the ECT and eventually ratify it?", "Har kommissionen fortfarande förhoppningar om att den ryska regeringen ska underteckna och sedan ratificera det?"
"It puts fundamental rights in the EU under the control of the European Court of Human Rights (ECtHR).", "Den innebär att grundläggande rättigheter i EU kontrolleras av Europeiska domstolen för de mänskliga rättigheterna (ECHR)."
"This resulted in Russia's termination of its provisional application of the ECT and the PEEREA on 18 October 2009.", "Detta ledde till att Ryssland avslutade sin tillfälliga tillämpning av energistadgefördraget och energistadgeprotokollet den 18 oktober 2009."
"The ECtHR seems to believe that the Member States with the best systems of social services should bear the entire burden of refugees in the EU.", "Europadomstolen verkar anse att de medlemsstater som har de bästa socialtjänstsystemen ska bära hela flyktingbördan i EU."
"- Will the Council seek legally binding provisions in the new agreement which are as solid as those included in the ECT?", "- Kommer rådet att försöka få till stånd rättsligt bindande bestämmelser i det nya avtalet som är lika fasta som de som ingår i energistadgefördraget?"
"It is not clear whether the ECT states will be signed up to the EU Charter of Fundamental Rights.", "Det framgår inte tydligt om de länder som är anslutna till fördraget om en energigemenskap kommer att anslutas till Europeiska unionens stadga om de grundläggande rättigheterna."
"- Will the Commission seek legally binding provisions in the new agreement which are as solid as those included in the ECT?", "- Kommer kommissionen att försöka få till stånd rättsligt bindande bestämmelser i det nya avtalet som är lika fasta som de som ingår i energistadgefördraget?"
"In addition, one judge at the ECtHR comes from Turkey, where human rights are not respected and which has areas of the EU under military occupation.", "Dessutom kommer en av domarna från Turkiet, ett land som inte respekterar mänskliga rättigheter och som militärt ockuperar delar av EU."
"This judgment by the ECtHR will not lead to the improved integration of refugees and is not an effective way of resolving the asylum challenges faced by the EU.", "Dess dom kommer inte att leda till förbättrad integration av flyktingar och den är inte ett effektivt sätt att lösa de asylproblem som EU står inför."
"In particular, the ECT noted that this was an increase of 8 % and remarked that 98 % of counterfeit notes found on the market were printed in the eurozone.", "Närmare bestämt påpekar ECB att denna ökning uppgår till 8 procent och noterar samtidigt att 98 procent av de falska sedlarna som upptäckts på marknaden är tryckta i euroområdet."
